correct_sentence,incorrect_sentence
شاید_اس_سے_مقصود_ان_کے_ذکر_کا_خاص_اہتمام_ہو_کہ_ضمنی_لانے_کے_بجا_ئے_مستقلا_ذکر_کیا_گیا_اور_یہاں_جتنے_انبیاء_علیہم_السلام_کا_ذکر_کیا_گیا_ہے,شاید_اس_سے_مقصود_ان_کے_ذکر_کا_خاص_اہتمام_ہو_کہ_ضمنی_لانے_کے_بجائے_مستقلا_ذکر_کیا_گیا_اور_یہاں_جتنے_انبیاء_علیہم_السلام_کا_ذکر_کیا_گیا_ہے
سو_اس_میں_تنبیہ_فرمائی_ہے_کہ_لوگو__اس_سے_اپنی_خطائوں_پر_معافی_چاہو_اپنی_حاجات_کو_اس_سے_طلب_کرو__اور_اس_سورت_کے_آخر_میں_اس_آیت_کو_ذکر_کر_کے_یہ_اشارہ_فرمایا_کہ_تم_اللہ_تعالی_سے_یہ_توفیق_طلب_کرو_کہ_تمہارا_آخر_اور_تمہارا_خاتم_بھی_اللہ_تعالی_کی_حمد_پر_ہو,سو_اس_میں_تنبیہ_فرمائی_ہے_کہ_لوگو__اس_سے_اپنی_خطائوں_پر_معافی_چاہو_اپنی_حاجات_کو_اس_سے_طلب_کرو__اور_اس_سورت_کے_آخر_میں_اس_آیت_کو_ذکر_کرکے_یہ_اشارہ_فرمایا_کہ_تم_اللہ_تعالی_سے_یہ_توفیق_طلب_کرو_کہ_تمہارا_آخر_اور_تمہارا_خاتم_بھی_اللہ_تعالی_کی_حمد_پر_ہو
اس_لیے_یہ_ہو_سکتا_ہے_کہ_حضرت_عیسی_ے_ہمارے_نبی_صلی_اللہ_علیہ_وآلہ_وسلم_سے_بہ_راہ_راست_اور_بالمشافہ_احکام_حاصل_کیے_ہوں,اس_لیے_یہ_ہوسکتا_ہے_کہ_حضرت_عیسی_ے_ہمارے_نبی_صلی_اللہ_علیہ_وآلہ_وسلم_سے_بہ_راہ_راست_اور_بالمشافہ_احکام_حاصل_کیے_ہوں
انہوں_نے_جو_اب_دیا_کہ_ہم_تمہارے_دین_میں_کیسے_آسکتے_ہیں,انہوں_نے_جواب_دیا_کہ_ہم_تمہارے_دین_میں_کیسے_آسکتے_ہیں
عارضۃ_الاحوذی_جز_۹_ص_۲۷_مطبوعہ_دار_الکتب_العلمیہ_بیروت_۱۴۱۸_ھ_rn_حضرت_زینب_بنت_جحش_نے_یہ_سوال_اس_لیے_کیا_کہ_انہوں_نے_یہ_سمجھ_لیا_کہ_یاجوج_ماجوج_کی_دیوار_کا_سوراخ_اتنا_بڑا_ہو_گیا_کہ_وہ_اس_سوراخ_سے_باہر_آسکیں_گے_اور_ان_کو_یہ_علم_تھا_کہ_جب_یاجوج_ماجوج_باہر_نکل_آئیں_گے_تو_وہ_لوگوں_کا_قتل_عام_شروع_کردیں_گے,عارضۃ_الاحوذی_جز_۹_ص_۲۷_مطبوعہ_دار_الکتب_العلمیہ_بیروت_۱۴۱۸_ھ_rn_حضرت_زینب_بنت_جحش_نے_یہ_سوال_اس_لیے_کیا_کہ_انہوں_نے_یہ_سمجھ_لیا_کہ_یاجوج_ماجوج_کی_دیوار_کا_سوراخ_اتنا_بڑا_ہوگیا_کہ_وہ_اس_سوراخ_سے_باہر_آسکیں_گے_اور_ان_کو_یہ_علم_تھا_کہ_جب_یاجوج_ماجوج_باہر_نکل_آئیں_گے_تو_وہ_لوگوں_کا_قتل_عام_شروع_کردیں_گے
غزوہ_احد_میں_جب_مسلمانوں_کو_ظاہری_شکست_ہو_گئی_تو_ان_کے_لشکر_کے_سردار_ابوسفیان_نے_پکار_کر_جیکارہ_نعرہ_لگایا__اعلی_ھبل_اے_ہبل__تو_اونچا_ہوجا_رسول_اللہ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_صحابہ_سے_فرمایا_کہ_اس_کا_جواب_دو_عرض_کیا_کیا_جواب_دیں_فرمایا_یوں_کہو_اللہ__اعلی_واجل_کہ_اللہ_سب_سے_بلند_ہے_اور_سب_سے_بڑا_ہے_ابوسفیان_نے_کہا__لنا_العزی_ولا_عزی_لکم_ہمارے_لیے_عزی_ہے,غزوہ_احد_میں_جب_مسلمانوں_کو_ظاہری_شکست_ہوگئی_تو_ان_کے_لشکر_کے_سردار_ابوسفیان_نے_پکار_کر_جیکارہ_نعرہ_لگایا__اعلی_ھبل_اے_ہبل__تو_اونچا_ہوجا_رسول_اللہ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_صحابہ_سے_فرمایا_کہ_اس_کا_جواب_دو_عرض_کیا_کیا_جواب_دیں_فرمایا_یوں_کہو_اللہ__اعلی_واجل_کہ_اللہ_سب_سے_بلند_ہے_اور_سب_سے_بڑا_ہے_ابوسفیان_نے_کہا__لنا_العزی_ولا_عزی_لکم_ہمارے_لیے_عزی_ہے
یا_اس_شخص_کی_طرح_جو_ایک_بستی_پر_گزرا_درآں_حالیکہ_وہ_بستی_اپنی_چھتوں_پر_گری_ہوئی_تھی__اس_نے_تعجب_سے_کہا__اللہ_اس_بستی_والوں_کو_مرنے_کے_بعد_کیسے_زندہ_کرے_گا__تو_اللہ_نے_سو_برس_تک_اس_پر_موت_طاری_کردی__پھر_اس_کو_زندہ_کرکے_اٹھایا__فرمایا_تم_نے_کتنی_مدت_قیام_کیا_اس_نے_کہا__تمام_دن_یا_دن_کا_کچھ_حصہ__اللہ_نے_فرمایا__بلکہ_تم_ایک_سو_سال_تک_ٹھہرے_رہے_پس_تم_اپنے_کھانے_اور_پینے_کی_چیزوں_کو_دیکھو_جو_اب_تک_سڑی_بدبودار_نہیں__اور_اپنے_گدھے_کو_دیکھو__اور_تاکہ_ہم_تمہیں_لوگوں_کیلیے_اپنی_قدرت_کی_نشانی_بنائیں_اور_ان_ہڈیوں_کی_طرف_دیکھو_ہم_کسی_طرح_ان_کو_ملا_کر_جوڑتے_ہیں__پھر_انہیں_گوشت_پہناتے_ہیں__پھر_جب_ان_پر_موت_کے_بعد_زندہ_ہونا_منکشف_ہو_گیا_تو_انہوں_نے_کہا__میں_یقین_رکھتا_ہوں_کہ_بیشک_اللہ_ہر_چیز_پر_قادر_ہے,یا_اس_شخص_کی_طرح_جو_ایک_بستی_پر_گزرا_درآں_حالیکہ_وہ_بستی_اپنی_چھتوں_پر_گری_ہوئی_تھی__اس_نے_تعجب_سے_کہا__اللہ_اس_بستی_والوں_کو_مرنے_کے_بعد_کیسے_زندہ_کرے_گا__تو_اللہ_نے_سو_برس_تک_اس_پر_موت_طاری_کردی__پھر_اس_کو_زندہ_کرکے_اٹھایا__فرمایا_تم_نے_کتنی_مدت_قیام_کیا_اس_نے_کہا__تمام_دن_یا_دن_کا_کچھ_حصہ__اللہ_نے_فرمایا__بلکہ_تم_ایک_سو_سال_تک_ٹھہرے_رہے_پس_تم_اپنے_کھانے_اور_پینے_کی_چیزوں_کو_دیکھو_جو_اب_تک_سڑی_بدبودار_نہیں__اور_اپنے_گدھے_کو_دیکھو__اور_تاکہ_ہم_تمہیں_لوگوں_کیلیے_اپنی_قدرت_کی_نشانی_بنائیں_اور_ان_ہڈیوں_کی_طرف_دیکھو_ہم_کسی_طرح_ان_کو_ملا_کر_جوڑتے_ہیں__پھر_انہیں_گوشت_پہناتے_ہیں__پھر_جب_ان_پر_موت_کے_بعد_زندہ_ہونا_منکشف_ہوگیا_تو_انہوں_نے_کہا__میں_یقین_رکھتا_ہوں_کہ_بیشک_اللہ_ہر_چیز_پر_قادر_ہے
پس_وہ_نہ_کھڑے_ہو_سکتے_تھے_اور_نہ_کسی_سے_مدد_حاصل_کرسکتے_تھے,پس_وہ_نہ_کھڑے_ہوسکتے_تھے_اور_نہ_کسی_سے_مدد_حاصل_کرسکتے_تھے
کہ_خبردار__ان_میں_سے_کوئی_مرتد_نہ_ہو_جائے,کہ_خبردار__ان_میں_سے_کوئی_مرتد_نہ_ہوجائے
rn_۲_زمین_میں_خاک_اور_مٹی_ہے_اور_انسان_کا_جسم_بھی_موت_کے_بعد_بوسیدہ_ہو_کر_مٹی_ہو_جاتا_ہے,rn_۲_زمین_میں_خاک_اور_مٹی_ہے_اور_انسان_کا_جسم_بھی_موت_کے_بعد_بوسیدہ_ہو_کر_مٹی_ہوجاتا_ہے
بلکہ_ان_وجوہ_کے_علاوہ_ایک_زائد_وجہ_آپ_کا_امور_تبلیغ_میں_مصروف_اور_مشغول_ہوتا_ہے_اس_لیے_جس_طرح_امت_سے_تہجد_کی_فرضیت_ساقط_ہو_گئی_اس_طرح_آپ_سے_بھی_تہجد_کی_فرضیت_ساقط_ہو_گئی,بلکہ_ان_وجوہ_کے_علاوہ_ایک_زائد_وجہ_آپ_کا_امور_تبلیغ_میں_مصروف_اور_مشغول_ہوتا_ہے_اس_لیے_جس_طرح_امت_سے_تہجد_کی_فرضیت_ساقط_ہوگئی_اس_طرح_آپ_سے_بھی_تہجد_کی_فرضیت_ساقط_ہوگئی
مسند_احمد_ج_7_رقم_الحدیث__20660_مطبوعہ_دار_الفکر_طبع_جدید_rn_حضرت_ابو_امامہ_رض_بیان_کرتے_ہیں_کہ_رسول_اللہ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_فرمایا_جس_نے_قدرت_کے_باوجود_کسی_کو_معاف_کر_دیا_تنگی_کے_دن_اللہ_تعالی_اس_کو_معاف_کردے_گا,مسند_احمد_ج_7_رقم_الحدیث__20660_مطبوعہ_دار_الفکر_طبع_جدید_rn_حضرت_ابو_امامہ_رض_بیان_کرتے_ہیں_کہ_رسول_اللہ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_فرمایا_جس_نے_قدرت_کے_باوجود_کسی_کو_معاف_کردیا_تنگی_کے_دن_اللہ_تعالی_اس_کو_معاف_کردے_گا
تیسرا_یہ_کہ_اس_گناہ_کا_ازالہ_صرف_کفارہ_ادا_کرنے_سے_ہو_سکتا_ہے,تیسرا_یہ_کہ_اس_گناہ_کا_ازالہ_صرف_کفارہ_ادا_کرنے_سے_ہوسکتا_ہے
اس_دن_لوگوں_کا_جو_حال_ہو_گا_اس_کی_کیفیت_بھی_سن_لو,اس_دن_لوگوں_کا_جو_حال_ہوگا_اس_کی_کیفیت_بھی_سن_لو
عورت_اور_مرد_دونوں_متضاد_خصوصیات_سے_متصف_ہیں_لیکن_مدبرکائنات_نے_ان_دونوں_کے_درمیان_اس_طرح_جوڑ_ملایا_ہے_کہ_ایک_نے_درد_اور_دوسری_نے_دوا_کی_شکل_اختیار_کر_لی_ہے,عورت_اور_مرد_دونوں_متضاد_خصوصیات_سے_متصف_ہیں_لیکن_مدبرکائنات_نے_ان_دونوں_کے_درمیان_اس_طرح_جوڑ_ملایا_ہے_کہ_ایک_نے_درد_اور_دوسری_نے_دوا_کی_شکل_اختیار_کرلی_ہے
کہہ_دیجئے_جو_بھلائی_تمہیں_پہنچتی_ہے_وہ_اللہ_کی_طرف_سے_ہے_اور_اگر_نقصان_پہنچتا_ہے_تو_وہ_تمہارے_نفس_کی_وجہ_سے_ہے_اے_نبی_صلی_اللہ_علیہ_وآلہ_وسلم___ہم_نے_آپ_کو_صرف_اس_لئے_بھیجا_ہے_کہ_آپ_پیغام_پہنچا_دیں_اور_اللہ_کی_گواہی_کا_فی_ہے,کہہ_دیجئے_جو_بھلائی_تمہیں_پہنچتی_ہے_وہ_اللہ_کی_طرف_سے_ہے_اور_اگر_نقصان_پہنچتا_ہے_تو_وہ_تمہارے_نفس_کی_وجہ_سے_ہے_اے_نبی_صلی_اللہ_علیہ_وآلہ_وسلم___ہم_نے_آپ_کو_صرف_اس_لئے_بھیجا_ہے_کہ_آپ_پیغام_پہنچا_دیں_اور_اللہ_کی_گواہی_کافی_ہے
اس_میں_سعی_اور_کوشش_کو_ترک_کر_دیا_جائے_اور_جو_سبب_اس_کی_طاقت_میں_ہے,اس_میں_سعی_اور_کوشش_کو_ترک_کردیا_جائے_اور_جو_سبب_اس_کی_طاقت_میں_ہے
میں_قرآن_مجید_کو_کھجور_کے_درخت_کی_چھال_سنگ_مر_مر_کے_پتلے_اور_چپٹے_تختوں_اور_کپڑوں_کے_ٹکڑوں_او_کاغذوں_اور_باریک_کھالوں_اور_اونٹ_کی_چوڑی_ہڈیوں_سے_اور_مسلمانوں_کے_سینوں_سے_تلاش_کر_کے_جمع_کرتا_رہا_حتی_کہ_سورۃ_توبہ_کی_آخری_آیت_مجھے_حضرت_خزیمہ_بن_ثابت_انصاری_رض_کے_پاس_ملی_جن_کی_تنہا_شہادت_کو_رسول_اللہ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_دو_شہادتوں_کے_قائم_مقام_قرار_دیا_تھا_وہ_آیت_یہ_ہے,میں_قرآن_مجید_کو_کھجور_کے_درخت_کی_چھال_سنگ_مر_مر_کے_پتلے_اور_چپٹے_تختوں_اور_کپڑوں_کے_ٹکڑوں_او_کاغذوں_اور_باریک_کھالوں_اور_اونٹ_کی_چوڑی_ہڈیوں_سے_اور_مسلمانوں_کے_سینوں_سے_تلاش_کر_کے_جمع_کرتارہا_حتی_کہ_سورۃ_توبہ_کی_آخری_آیت_مجھے_حضرت_خزیمہ_بن_ثابت_انصاری_رض_کے_پاس_ملی_جن_کی_تنہا_شہادت_کو_رسول_اللہ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_دو_شہادتوں_کے_قائم_مقام_قرار_دیا_تھا_وہ_آیت_یہ_ہے
نرا_زبانی_جمع_خرچ_اور_صرف_زبان_سے_کلمہ_ایمان_پڑھ_لینا_کا_فی_نہیں_جب_تک_دل_اور_زبان_دونوں_سے_سچائی_کے_ساتھ_ایمان_اختیار_نہ_کرلیا_جائے_جس_کا_لازمی_نتیجہ_اعمال_صالحہ_کی_پابندی_اور_برے_اعمال_سے_پرہیز_ہے,نرا_زبانی_جمع_خرچ_اور_صرف_زبان_سے_کلمہ_ایمان_پڑھ_لینا_کافی_نہیں_جب_تک_دل_اور_زبان_دونوں_سے_سچائی_کے_ساتھ_ایمان_اختیار_نہ_کرلیا_جائے_جس_کا_لازمی_نتیجہ_اعمال_صالحہ_کی_پابندی_اور_برے_اعمال_سے_پرہیز_ہے
وہاں_برے_اور_بھلے_مشرک_اور_موحد_کا_فرق_اتنا_واضح_ہو_گا_جس_کو_ہر_شخص_دیکھ_بھی_لے_گا_اور_عذاب_وثواب_اس_پر_واقع_ہو_گا,وہاں_برے_اور_بھلے_مشرک_اور_موحد_کا_فرق_اتنا_واضح_ہوگا_جس_کو_ہر_شخص_دیکھ_بھی_لے_گا_اور_عذاب_وثواب_اس_پر_واقع_ہوگا
انہیں_بطور_ڈانٹ_ڈپٹ_کے_کہا_جائے_گا_کہ_تم_اپنی_نیکیاں_دنیا_میں_ہی_وصول_کرچکے_ان_سے_فائدہ_وہیں_اٹھا_لیا_حضرت_عمر_بن_خطاب_نے_بہت_زیادہ_مرغوب_اور_لطیف_غذا_سے_اسی_آیت_کو_پیش_نظر_رکھ_کر_اجتناب_کر_لیا_تھا_اور_فرماتے_تھے,انہیں_بطور_ڈانٹ_ڈپٹ_کے_کہا_جائے_گا_کہ_تم_اپنی_نیکیاں_دنیا_میں_ہی_وصول_کرچکے_ان_سے_فائدہ_وہیں_اٹھا_لیا_حضرت_عمر_بن_خطاب_نے_بہت_زیادہ_مرغوب_اور_لطیف_غذا_سے_اسی_آیت_کو_پیش_نظر_رکھ_کر_اجتناب_کرلیا_تھا_اور_فرماتے_تھے
مکہ_کے_سرداروں_نے_قرآن_کی_اس_خبر_پر_حضرت_صدیق_اکبر_سے_ہار_جیت_کی_شرط_کر_لی_اور_پھر_ٹھیک_قرآن_کی_خبر_کے_مطابق_رومی_غالب_آگئے_تو_سب_کو_اپنی_ہار_ماننا_پڑی_اور_ہارنے_والے_پر_جو_مال_دینے_کی_شرط_کی_تھی,مکہ_کے_سرداروں_نے_قرآن_کی_اس_خبر_پر_حضرت_صدیق_اکبر_سے_ہار_جیت_کی_شرط_کرلی_اور_پھر_ٹھیک_قرآن_کی_خبر_کے_مطابق_رومی_غالب_آگئے_تو_سب_کو_اپنی_ہار_ماننا_پڑی_اور_ہارنے_والے_پر_جو_مال_دینے_کی_شرط_کی_تھی
مثلا_|_انک_لعلی_ھدی_مستقیم_|_حج_68_بے_شک_تم_ایک_سیدھے_راستے_پر_ہو,مثلا_|_انک_لعلی_ھدی_مستقیم_|_حج_68_بےشک_تم_ایک_سیدھے_راستے_پر_ہو
تشریح__یہاں_سے_۱۰۸_تک_کی_آیات_ایک_خاص_واقعے_کے_بارے_میں_نازل_ہوئی_ہیں_مدینہ_منورہ_میں_دو_قبیلے_اوس_و_خزرج_کے_نام_سے_آباد_تھے_اسلام_سے_پہلے_ان_کے_درمیان_سخت_دشمنی_تھی_اور_دونوں_میں_وقتا_فوقتا_جنگیں_ہوتی_رہتی_تھیں_جو_بعض_اوقات_سالہا_سال_جاری_رہتی_تھیں_جب_ان_قبیلوں_کے_لوگ_مسلمان_ہوگئے_تو_اسلام_کی_برکت_سے_ان_کی_یہ_دشمنی_ختم_ہو_گئی_اور_اسلام_کے_دامن_میں_آکر_وہ_شیر_وشکر_ہو_کر_رہنے_لگے_بعض_یہودیوں_کو_ان_کا_یہ_اتحاد_ایک_آنکھ_نہیں_بھاتا_تھا_ایک_مرتبہ_دونوں_قبیلوں_کے_لوگ_ایک_مجلس_میں_جمع_تھے_ایک_یہودی_شماس_بن_قیس_نے_ان_کے_پیار_محبت_کا_یہ_منظر_دیکھا_تو_اس_سے_نہ_رہا_گیا_اور_اس_نے_ان_کے_درمیان_پھوٹ_ڈالنے_کے_لئے_یہ_ترکیب_کی_کہ_ایک_شخص_سے_کہا_کہ_اس_مجلس_میں_وہ_اشعار_سنادو_جو_زمانہ_جاہلیت_میں_اوس_اور_خزرج_کے_شاعروں_نے_ایک_لمبی_جنگ_کے_دوران_ایک_دوسرے_کے_خلاف_کہے_تھے_اس_شخص_نے_وہ_اشعار_سنانے_شروع_کردئے_نتیجہ_یہ_ہوا_کہ_ان_اشعار_سے_پرانی_باتیں_تازہ_ہو_گئیں_شروع_میں_دونوں_قبیلوں_کے_لوگوں_میں_زبانی_تکرار_ہوئی_پھر_بات_بڑھ_گئی_اور_آپس_میں_نئے_سرے_سے_جنگ_کی_تاریخ_اور_وقت_مقرر_ہونے_لگا_آنحضرت_صلی_اللہ_علیہ_وآلہ_وسلم_کو_علم_ہوا_تو_آپ_کو_سخت_صدمہ_ہوا_آپ_ان_کے_پاس_تشریف_لے_گئے_اور_انہیں_تنبیہ_فرمائی_کہ_یہ_سب_شیطانی_حرکت_تھی_بالآخر_آپ_کے_سمجھانے_سے_یہ_فتنہ_ختم_ہوا_ان_آیتوں_میں_اللہ_تعالی_نے_پہلے_تو_یہودیوں_سے_خطاب_کرکے_فرمایا_ہے_کہ_اول_تو_تم_کو_خود_ایمان_لانا_چاہیے_اور_اگر_خود_اس_سعادت_سے_محروم_ہو_تو_کم_از_کم_ان_لوگوں_کے_راستے_میں_رکاوٹ_نہ_ڈالو_جو_ایمان_لاچکے_ہیں_اس_کے_بعد_بڑے_مؤثر_انداز_میں_مسلمانوں_کو_نصیحت_فرمائی_ہے_اور_آخر_میں_باہمی_جھگڑوں_سے_بچنے_کا_علاج_یہ_بتایا_ہے_کہ_اپنے_آپ_کو_دین_کی_تبلیغ_و_دعوت_میں_مصروف_کرلو_تو_اس_سے_اشاعت_اسلام_کے_علاوہ_یکجہتی_بھی_پیدا_ہوگی,تشریح__یہاں_سے_۱۰۸_تک_کی_آیات_ایک_خاص_واقعے_کے_بارے_میں_نازل_ہوئی_ہیں_مدینہ_منورہ_میں_دو_قبیلے_اوس_و_خزرج_کے_نام_سے_آباد_تھے_اسلام_سے_پہلے_ان_کے_درمیان_سخت_دشمنی_تھی_اور_دونوں_میں_وقتا_فوقتا_جنگیں_ہوتی_رہتی_تھیں_جو_بعض_اوقات_سالہا_سال_جاری_رہتی_تھیں_جب_ان_قبیلوں_کے_لوگ_مسلمان_ہوگئے_تو_اسلام_کی_برکت_سے_ان_کی_یہ_دشمنی_ختم_ہوگئی_اور_اسلام_کے_دامن_میں_آکر_وہ_شیر_وشکر_ہو_کر_رہنے_لگے_بعض_یہودیوں_کو_ان_کا_یہ_اتحاد_ایک_آنکھ_نہیں_بھاتا_تھا_ایک_مرتبہ_دونوں_قبیلوں_کے_لوگ_ایک_مجلس_میں_جمع_تھے_ایک_یہودی_شماس_بن_قیس_نے_ان_کے_پیار_محبت_کا_یہ_منظر_دیکھا_تو_اس_سے_نہ_رہا_گیا_اور_اس_نے_ان_کے_درمیان_پھوٹ_ڈالنے_کے_لئے_یہ_ترکیب_کی_کہ_ایک_شخص_سے_کہا_کہ_اس_مجلس_میں_وہ_اشعار_سنادو_جو_زمانہ_جاہلیت_میں_اوس_اور_خزرج_کے_شاعروں_نے_ایک_لمبی_جنگ_کے_دوران_ایک_دوسرے_کے_خلاف_کہے_تھے_اس_شخص_نے_وہ_اشعار_سنانے_شروع_کردئے_نتیجہ_یہ_ہوا_کہ_ان_اشعار_سے_پرانی_باتیں_تازہ_ہوگئیں_شروع_میں_دونوں_قبیلوں_کے_لوگوں_میں_زبانی_تکرار_ہوئی_پھر_بات_بڑھ_گئی_اور_آپس_میں_نئے_سرے_سے_جنگ_کی_تاریخ_اور_وقت_مقرر_ہونے_لگا_آنحضرت_صلی_اللہ_علیہ_وآلہ_وسلم_کو_علم_ہوا_تو_آپ_کو_سخت_صدمہ_ہوا_آپ_ان_کے_پاس_تشریف_لے_گئے_اور_انہیں_تنبیہ_فرمائی_کہ_یہ_سب_شیطانی_حرکت_تھی_بالآخر_آپ_کے_سمجھانے_سے_یہ_فتنہ_ختم_ہوا_ان_آیتوں_میں_اللہ_تعالی_نے_پہلے_تو_یہودیوں_سے_خطاب_کرکے_فرمایا_ہے_کہ_اول_تو_تم_کو_خود_ایمان_لانا_چاہیے_اور_اگر_خود_اس_سعادت_سے_محروم_ہو_تو_کم_از_کم_ان_لوگوں_کے_راستے_میں_رکاوٹ_نہ_ڈالو_جو_ایمان_لاچکے_ہیں_اس_کے_بعد_بڑے_مؤثر_انداز_میں_مسلمانوں_کو_نصیحت_فرمائی_ہے_اور_آخر_میں_باہمی_جھگڑوں_سے_بچنے_کا_علاج_یہ_بتایا_ہے_کہ_اپنے_آپ_کو_دین_کی_تبلیغ_و_دعوت_میں_مصروف_کرلو_تو_اس_سے_اشاعت_اسلام_کے_علاوہ_یکجہتی_بھی_پیدا_ہوگی
ان_کے_متعلق_اس_سے_پہلی_آیتوں_میں_یہ_بتایا_تھا_کہ_ان_کو_آخرت_میں_شدید_عذاب_ہو_گا_اور_دنیا_میں_وہ_مکمل_گمراہ_ہیں_اور_اس_آیت_میں_یہ_بتایا_ہے_کہ_آخرت_میں_ان_کے_چہرے_کو_بدترین_عذاب_دیا_جائے_گا_ہرچند_کہ_ان_کے_پورے_جسم_کو_عذاب_دیا_جائے_گا_لیکن_خصوصیت_کے_ساتھ_چہرے_کا_اس_لیے_ذکر_فرمایا_کہ_چہرہ_انسان_کا_سب_سے_اشرف_عضو_ہے_وہ_اس_کے_حسن_و_جمال_اور_اس_کے_رنگ_وروپ_کا_مظہر_ہوتا_ہے_اور_اس_کے_حواس_کے_آلات_بھی_چہرے_میں_ہی_مرکوز_ہوتے_ہیں_اور_ایک_انسان_دوسرے_انسان_سے_ظاہری_تور_پر_چہرے_سے_ہی_ممتاز_ہوتا_ہے_اور_سعادت_اور_شقاوت_کے_آثار_بھی_چہرے_پر_ہی_ظاہر_ہوتے_ہیں_اسی_وجہ_سے_قرآن_مجید_میں_ہے,ان_کے_متعلق_اس_سے_پہلی_آیتوں_میں_یہ_بتایا_تھا_کہ_ان_کو_آخرت_میں_شدید_عذاب_ہوگا_اور_دنیا_میں_وہ_مکمل_گمراہ_ہیں_اور_اس_آیت_میں_یہ_بتایا_ہے_کہ_آخرت_میں_ان_کے_چہرے_کو_بدترین_عذاب_دیا_جائے_گا_ہرچند_کہ_ان_کے_پورے_جسم_کو_عذاب_دیا_جائے_گا_لیکن_خصوصیت_کے_ساتھ_چہرے_کا_اس_لیے_ذکر_فرمایا_کہ_چہرہ_انسان_کا_سب_سے_اشرف_عضو_ہے_وہ_اس_کے_حسن_و_جمال_اور_اس_کے_رنگ_وروپ_کا_مظہر_ہوتا_ہے_اور_اس_کے_حواس_کے_آلات_بھی_چہرے_میں_ہی_مرکوز_ہوتے_ہیں_اور_ایک_انسان_دوسرے_انسان_سے_ظاہری_تور_پر_چہرے_سے_ہی_ممتاز_ہوتا_ہے_اور_سعادت_اور_شقاوت_کے_آثار_بھی_چہرے_پر_ہی_ظاہر_ہوتے_ہیں_اسی_وجہ_سے_قرآن_مجید_میں_ہے
میں_تجھ_سے_ہر_اسم_کے_وسیلہ_سے_سوال_کرتا_ہوں_جس_اسم_کے_ساتھ_تو_نے_اپنے_آپ_کو_موسوم_کیا_ہے_یا_جس_اسم_کو_تو_نے_اپنے_علم_غیب_میں_مخصوص_کر_لیا_ہے_حافظ_ابوبکر_بن_العربی_مالکی_نے_بعض_علماء_سے_یہ_نقل_کیا_ہے_کہ_اللہ_تعالی_کے_ایک_ہزار_نام_ہیں,میں_تجھ_سے_ہر_اسم_کے_وسیلہ_سے_سوال_کرتا_ہوں_جس_اسم_کے_ساتھ_تو_نے_اپنے_آپ_کو_موسوم_کیا_ہے_یا_جس_اسم_کو_تو_نے_اپنے_علم_غیب_میں_مخصوص_کرلیا_ہے_حافظ_ابوبکر_بن_العربی_مالکی_نے_بعض_علماء_سے_یہ_نقل_کیا_ہے_کہ_اللہ_تعالی_کے_ایک_ہزار_نام_ہیں
جیسے_کہ_خود_رسول_کریم_صلی_اللہ_علیہ_وآلہ_وسلم_نے_حدیبیہ_کے_موقع_پر_کیا_جبکہ_مشرکین_مکہ_نے_آپ_صلی_اللہ_علیہ_وآلہ_وسلم_کو_مکہ_جانے_سے_روکا_تو_آپ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_دس_سال_تک_لڑائی_بند_رکھنے_اور_صلح_قائم_رکھنے_پر_معاہدہ_کر_لیا_پھر_ایمان_والوں_کو_بہت_بڑی_بشارت_و_خوش_خبری_سناتا_ہے_کہ_اللہ_تمہارے_ساتھ_ہے,جیسے_کہ_خود_رسول_کریم_صلی_اللہ_علیہ_وآلہ_وسلم_نے_حدیبیہ_کے_موقع_پر_کیا_جبکہ_مشرکین_مکہ_نے_آپ_صلی_اللہ_علیہ_وآلہ_وسلم_کو_مکہ_جانے_سے_روکا_تو_آپ_صلی_اللہ_علیہ_وآلہ_وسلم_نے_دس_سال_تک_لڑائی_بند_رکھنے_اور_صلح_قائم_رکھنے_پر_معاہدہ_کرلیا_پھر_ایمان_والوں_کو_بہت_بڑی_بشارت_و_خوش_خبری_سناتا_ہے_کہ_اللہ_تمہارے_ساتھ_ہے
ان_کے_منحوس_قدموں_سے_اللہ_نے_اپنے_نبی_کے_مسکن_وآرام_گاہ_کو_محفوظ_کر_لیا_فالحمد_للہ,ان_کے_منحوس_قدموں_سے_اللہ_نے_اپنے_نبی_کے_مسکن_وآرام_گاہ_کو_محفوظ_کرلیا_فالحمد_للہ
